distribution,direction,beta,teacher_rms,student_rms,rms_abs_error,post_o_mse
standard_normal,none,1.0,0.3118089735507965,0.30927881598472595,0.0025301575660705566,0.0004009894619230181
standard_normal,multiply,1.0,0.3118089735507965,0.30927881598472595,0.0025301575660705566,0.0004009894619230181
standard_normal,divide,1.0,0.3118089735507965,0.30927881598472595,0.0025301575660705566,0.0004009894619230181
vla_like,none,1.0610363483428955,42.1142578125,39.691627502441406,2.4226303100585938,1151.005615234375
vla_like,multiply,1.0610363483428955,42.1142578125,42.1142578125,0.0,1215.0313720703125
vla_like,divide,1.0610363483428955,42.1142578125,37.408355712890625,4.705902099609375,1101.40771484375
