distribution,direction,alpha_mean,alpha_min,alpha_max,logits_std_mae,attention_js,entropy_abs_error
standard_normal,none,1.0,1.0,1.0,0.0041964054107666016,0.00033737090416252613,0.0026934146881103516
standard_normal,multiply,1.0,1.0,1.0,0.0041964054107666016,0.00033737090416252613,0.0026934146881103516
standard_normal,divide,1.0,1.0,1.0,0.0041964054107666016,0.00033737090416252613,0.0026934146881103516
vla_like,none,0.7468693256378174,0.740818202495575,0.7650225758552551,14.721822738647461,0.17617075145244598,0.055418506264686584
vla_like,multiply,0.7468693256378174,0.740818202495575,0.7650225758552551,2.8168506622314453,0.17156605422496796,0.003574162721633911
vla_like,divide,0.7468693256378174,0.740818202495575,0.7650225758552551,30.706758499145508,0.18030144274234772,0.09234074503183365
