distribution,method,output_mse,output_nmse,output_rms,teacher_rms,error_rms,relative_rms_error,cosine,activation_saturation_ratio,weight_scale_max,smooth_scale_max
standard_normal,naive_w4a8,0.013545138761401176,0.013627705164253712,1.0026518106460571,0.9969660639762878,0.11638358235359192,0.11673775724061157,0.9932409524917603,0.001007080078125,0.05118737369775772,1.0
standard_normal,smoothed_w4a8,0.013246158137917519,0.013326901942491531,1.0034475326538086,0.9969660639762878,0.1150919571518898,0.11544220140539024,0.9934006929397583,0.001007080078125,0.14668062329292297,4.473991870880127
vla_like_dit_mlp,naive_w4a8,33.84564971923828,0.14725889265537262,14.430156707763672,15.160400390625,5.81770133972168,0.38374325148557903,0.923863410949707,0.001007080078125,2.8797783851623535,1.0
vla_like_dit_mlp,smoothed_w4a8,26.12885093688965,0.11368390172719955,13.01278018951416,15.160400390625,5.11163854598999,0.33717041860919206,0.9454666972160339,0.001007080078125,0.36254170536994934,6.548569202423096
